risk_score,file,function,start_line,end_line,body_lines,size_terms,guard_hits,lock_hits,once_hits,atomic_hits,alloc_hits,destroy_hits,arithmetic_lines,pointer_lines,global_write_lines,init_flag_lines,count_like_writes,token_density,reasons,signature,excerpt
50,process_system.c,abi_process_build_command_line_w,920,948,29,count|index,,,,,,free(,5,3,0,0,1,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,static wchar_t* abi_process_build_command_line_w(const KainNativeProcessSpec* spec) {,static wchar_t* abi_process_build_command_line_w(const KainNativeProcessSpec* spec) { || KainNativeProcessUtf8Buffer utf8_command_line = {0}; || wchar_t* wide_command_line = 0;
50,process_system.c,abi_process_drain_stream_handle,1370,1442,73,bytes|capacity|length|size|word,,,,,memcpy(|realloc(,free(,10,1,0,0,0,38,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static int abi_process_drain_stream_handle( HANDLE stream_handle, KainNativeProcessCapture* capture, unsigned char** out_chunk, size_t* out_chunk_length ) {","static int abi_process_drain_stream_handle( || HANDLE stream_handle, || KainNativeProcessCapture* capture,"
50,process_system.c,abi_process_spec_count,2238,2245,8,count,,,,,,,4,0,1,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,int64_t abi_process_spec_count(void) {,int64_t abi_process_spec_count(void) { || uint64_t value = g_spec_occupancy_bits; || value = value - ((value >> 1u) & UINT64_C(0x5555555555555555));
50,process_system.c,abi_process_count,2526,2533,8,count,,,,,,,4,0,1,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,int64_t abi_process_count(void) {,int64_t abi_process_count(void) { || uint64_t value = g_process_occupancy_bits; || value = value - ((value >> 1u) & UINT64_C(0x5555555555555555));
50,process_system.c,abi_process_read_stream_hex,2978,3030,53,bytes|length|size,,,,,,free(,8,1,1,0,0,11,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,"static const char* abi_process_read_stream_hex( int64_t process_id, int stream_kind ) {","static const char* abi_process_read_stream_hex( || int64_t process_id, || int stream_kind"
50,process_system.c,abi_process_output_text,3322,3474,153,bytes|count|length|path|size,,,,atomic_,memset(,free(,16,0,9,0,0,22,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"const char* abi_process_output_text( const char* executable, const char* arg0, const char* arg1, const char* arg2, int64_t timeout_ms ) {","const char* abi_process_output_text( || const char* executable, || const char* arg0,"
50,realtime.c,realtime_copy_string_value,153,180,28,length|size,,,,,memcpy(,,10,2,0,0,0,9,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static void realtime_copy_string_value( const char* value_start, const char* scope_end, char* out, size_t out_cap ) {","static void realtime_copy_string_value( || const char* value_start, || const char* scope_end,"
50,reflection.c,kain_reflection_load_from_json,100,185,86,payload|size,,,,,calloc(,free(,16,3,0,0,0,20,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"int kain_reflection_load_from_json( const char* json, KainReflectionPayload** payload, KainDiagnostic* diag ) {","int kain_reflection_load_from_json( || const char* json, || KainReflectionPayload** payload,"
50,reflection.c,kain_reflection_load_from_path,186,289,104,path|payload|size,,,,,malloc(,free(,11,1,0,0,0,29,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"int kain_reflection_load_from_path( const char* path, KainReflectionPayload** payload, KainDiagnostic* diag ) {","int kain_reflection_load_from_path( || const char* path, || KainReflectionPayload** payload,"
50,reflection.c,reflection_strdup,1761,1778,18,length|size,,,,,malloc(|memcpy(,,4,0,0,0,0,5,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,static char* reflection_strdup(const char* text) {,static char* reflection_strdup(const char* text) { || size_t length; || char* copy;
50,renderer_backend.c,kain_renderer_backend_lookup,54,71,18,count|index|size,,,,,,,4,3,0,0,1,7,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,const KainRendererBackendDescriptor* kain_renderer_backend_lookup(const char* id) {,const KainRendererBackendDescriptor* kain_renderer_backend_lookup(const char* id) { || size_t index; || if (!id || !id[0]) {
50,renderer_backend.c,kain_renderer_backend_default,72,85,14,count|index|size,,,,,,,4,3,0,0,1,7,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,const KainRendererBackendDescriptor* kain_renderer_backend_default(void) {,const KainRendererBackendDescriptor* kain_renderer_backend_default(void) { || size_t index; || for (index = 0; index < kain_renderer_backend_count(); ++index) {
50,scene.c,runtime_append_text,12,37,26,offset|size,,,,,memcpy(,,5,2,0,0,0,10,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static int runtime_append_text(char* out, size_t out_cap, const char* text) {","static int runtime_append_text(char* out, size_t out_cap, const char* text) { || size_t offset; || size_t text_len;"
50,services.c,kain_service_registry_ensure_initialized,238,253,16,count|size,,,,atomic_,memset(,,4,3,0,1,0,2,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,static void kain_service_registry_ensure_initialized( KainServiceRegistry* registry ) {,static void kain_service_registry_ensure_initialized( || KainServiceRegistry* registry || ) {
50,services.c,kain_service_registry_register,777,827,51,size,,,,,memset(,,9,1,0,0,0,4,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"int kain_service_registry_register( KainServiceRegistry* registry, const char* key, const char* name, const char* description, KainServiceProvider provider, KainServiceStatus status, KainServiceRequirement requirement, unsigned int abi_version, void* function_table ) {","int kain_service_registry_register( || KainServiceRegistry* registry, || const char* key,"
50,services.c,kain_service_registry_probe_native_net_service,895,916,22,probe,,,,,,,6,3,1,0,0,4,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,"static int kain_service_registry_probe_native_net_service( const KainServiceDescriptor* service, int* out_probe_passed ) {","static int kain_service_registry_probe_native_net_service( || const KainServiceDescriptor* service, || int* out_probe_passed"
50,services.c,kain_service_registry_probe_native_process_service,917,939,23,probe,,,,,,,6,3,1,0,0,4,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,"static int kain_service_registry_probe_native_process_service( const KainServiceDescriptor* service, int* out_probe_passed ) {","static int kain_service_registry_probe_native_process_service( || const KainServiceDescriptor* service, || int* out_probe_passed"
50,services.c,kain_service_registry_register_native_runtime_services,981,1011,31,probe|size,,,,,,,4,3,1,0,0,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,int kain_service_registry_register_native_runtime_services( KainServiceRegistry* registry ) {,int kain_service_registry_register_native_runtime_services( || KainServiceRegistry* registry || ) {
50,simd.c,kain_simd_dot_avx2_raw,171,207,37,index|size|word,,,,,memcpy(,,12,3,0,0,0,13,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static KAIN_SIMD_TARGET_AVX2 int64_t kain_simd_dot_avx2_raw( const int64_t* left, const int64_t* right, int64_t cells, int64_t lane_bias ) {","static KAIN_SIMD_TARGET_AVX2 int64_t kain_simd_dot_avx2_raw( || const int64_t* left, || const int64_t* right,"
50,simd.c,kain_simd_dot_avx512_raw,249,289,41,index|size|word,,,,,memcpy(,,12,3,0,0,0,13,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static KAIN_SIMD_TARGET_AVX512F int64_t kain_simd_dot_avx512_raw( const int64_t* left, const int64_t* right, int64_t cells, int64_t lane_bias ) {","static KAIN_SIMD_TARGET_AVX512F int64_t kain_simd_dot_avx512_raw( || const int64_t* left, || const int64_t* right,"
50,stdlib_abi.c,abi_attrition_capture_configure_from_env,475,534,60,allocation|bytes|capacity|path|size,,,,,,,4,3,1,0,0,16,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,static void abi_attrition_capture_configure_from_env(void) {,"static void abi_attrition_capture_configure_from_env(void) { || KainAttritionSessionConfig session_config; || const char* result_path = getenv(""KAIN_ATTRITION_RESULT_PATH"");"
50,stdlib_abi.c,abi_fs_builder_append,1513,1526,14,length|size,,,,,memcpy(,,4,2,0,0,0,8,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static int abi_fs_builder_append(KainNativeFsTextBuilder* builder, const char* text) {","static int abi_fs_builder_append(KainNativeFsTextBuilder* builder, const char* text) { || size_t length; || if (text == 0) {"
50,stdlib_abi.c,abi_fs_builder_appendf,1527,1554,28,length|size,,,,,snprintf(,,5,3,0,0,0,9,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static int abi_fs_builder_appendf(KainNativeFsTextBuilder* builder, const char* format, ...) {","static int abi_fs_builder_appendf(KainNativeFsTextBuilder* builder, const char* format, ...) { || char stack_buffer[1024]; || va_list args;"
50,union.c,__kain_union_get,30,55,26,bytes|size,,,,,memcpy(,,9,0,0,0,0,17,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"* 1. Initialize output with fallback value * 2. Copy min(byte_size, union_size, output_size) bytes from value to output */ void __kain_union_get( const void* value, const char* field, const char* type_key, int64_t byte_size, int64_t union_size, const void* fallback, void* output, size_t output_size ) {","* 1. Initialize output with fallback value || * 2. Copy min(byte_size, union_size, output_size) bytes from value to output || */"
50,union.c,__kain_union_set,62,87,26,bytes|size,,,,,memcpy(|memset(,,8,0,0,0,0,20,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"* Algorithm: * 1. Zero out union_size bytes in value * 2. Copy min(byte_size, union_size, next_size) bytes from next to value */ void __kain_union_set( void* value, const char* field, const char* type_key, int64_t byte_size, int64_t union_size, const void* next, size_t next_size ) {","* Algorithm: || * 1. Zero out union_size bytes in value || * 2. Copy min(byte_size, union_size, next_size) bytes from next to value"
50,union.c,__kain_union_wrap,94,119,26,bytes|size,,,,,memcpy(|memset(,,8,0,0,0,0,20,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"* Algorithm: * 1. Zero out union_size bytes in value * 2. Copy min(byte_size, union_size, active_value_size) bytes from active_value to value */ void __kain_union_wrap( void* value, const char* active, const char* type_key, int64_t byte_size, int64_t union_size, const void* active_value, size_t active_value_size ) {","* Algorithm: || * 1. Zero out union_size bytes in value || * 2. Copy min(byte_size, union_size, active_value_size) bytes from active_value to value"
45,attrition.c,kain_attrition_state_reset_locked,127,184,58,allocation|bytes|capacity|count|index|size,overflow|underflow,,,,memset(,free(,2,8,45,0,0,50,touches size/count/capacity vocabulary | dense pointer or indexing traffic | writes global state without obvious synchronization,static void kain_attrition_state_reset_locked(void) {,static void kain_attrition_state_reset_locked(void) { || size_t index; || for (index = 0u; index < KAIN_ATTRITION_QUARANTINE_CAPACITY_MAX; ++index) {
