current_path	target_path	size_bytes	area	action
clang/lib/Analysis/FlowSensitive/Models/ChromiumCheckModel.cpp	llvm-kain/clang/src/analysis/FlowSensitive/Models/ChromiumCheckModel.cpp	2492	clang	move
clang/lib/Analysis/FlowSensitive/Models/CMakeLists.txt	llvm-kain/clang/src/analysis/FlowSensitive/Models/CMakeLists.txt	251	clang	move
clang/lib/Analysis/FlowSensitive/Models/UncheckedOptionalAccessModel.cpp	llvm-kain/clang/src/analysis/FlowSensitive/Models/UncheckedOptionalAccessModel.cpp	53711	clang	move
clang/lib/Analysis/FlowSensitive/Models/UncheckedStatusOrAccessModel.cpp	llvm-kain/clang/src/analysis/FlowSensitive/Models/UncheckedStatusOrAccessModel.cpp	58384	clang	move
clang/lib/Analysis/LifetimeSafety/Checker.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/Checker.cpp	23956	clang	move
clang/lib/Analysis/LifetimeSafety/CMakeLists.txt	llvm-kain/clang/src/analysis/LifetimeSafety/CMakeLists.txt	301	clang	move
clang/lib/Analysis/LifetimeSafety/Dataflow.h	llvm-kain/clang/src/analysis/LifetimeSafety/Dataflow.h	7991	clang	move
clang/lib/Analysis/LifetimeSafety/Facts.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/Facts.cpp	5178	clang	move
clang/lib/Analysis/LifetimeSafety/FactsGenerator.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/FactsGenerator.cpp	48716	clang	move
clang/lib/Analysis/LifetimeSafety/LifetimeAnnotations.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/LifetimeAnnotations.cpp	17981	clang	move
clang/lib/Analysis/LifetimeSafety/LifetimeSafety.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/LifetimeSafety.cpp	5655	clang	move
clang/lib/Analysis/LifetimeSafety/LifetimeStats.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/LifetimeStats.cpp	1725	clang	move
clang/lib/Analysis/LifetimeSafety/LiveOrigins.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/LiveOrigins.cpp	8394	clang	move
clang/lib/Analysis/LifetimeSafety/LoanPropagation.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/LoanPropagation.cpp	12250	clang	move
clang/lib/Analysis/LifetimeSafety/Loans.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/Loans.cpp	1335	clang	move
clang/lib/Analysis/LifetimeSafety/MovedLoans.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/MovedLoans.cpp	4886	clang	move
clang/lib/Analysis/LifetimeSafety/Origins.cpp	llvm-kain/clang/src/analysis/LifetimeSafety/Origins.cpp	12849	clang	move
clang/lib/Analysis/plugins/CMakeLists.txt	llvm-kain/clang/src/analysis/plugins/CMakeLists.txt	455	clang	move
clang/lib/Analysis/plugins/CheckerDependencyHandling/CheckerDependencyHandling.cpp	llvm-kain/clang/src/analysis/plugins/CheckerDependencyHandling/CheckerDependencyHandling.cpp	1130	clang	move
clang/lib/Analysis/plugins/CheckerDependencyHandling/CheckerDependencyHandlingAnalyzerPlugin.exports	llvm-kain/clang/src/analysis/plugins/CheckerDependencyHandling/CheckerDependencyHandlingAnalyzerPlugin.exports	54	clang	move
clang/lib/Analysis/plugins/CheckerDependencyHandling/CMakeLists.txt	llvm-kain/clang/src/analysis/plugins/CheckerDependencyHandling/CMakeLists.txt	421	clang	move
clang/lib/Analysis/plugins/CheckerOptionHandling/CheckerOptionHandling.cpp	llvm-kain/clang/src/analysis/plugins/CheckerOptionHandling/CheckerOptionHandling.cpp	1647	clang	move
clang/lib/Analysis/plugins/CheckerOptionHandling/CheckerOptionHandlingAnalyzerPlugin.exports	llvm-kain/clang/src/analysis/plugins/CheckerOptionHandling/CheckerOptionHandlingAnalyzerPlugin.exports	54	clang	move
clang/lib/Analysis/plugins/CheckerOptionHandling/CMakeLists.txt	llvm-kain/clang/src/analysis/plugins/CheckerOptionHandling/CMakeLists.txt	405	clang	move
clang/lib/Analysis/plugins/SampleAnalyzer/CMakeLists.txt	llvm-kain/clang/src/analysis/plugins/SampleAnalyzer/CMakeLists.txt	354	clang	move
clang/lib/Analysis/plugins/SampleAnalyzer/MainCallChecker.cpp	llvm-kain/clang/src/analysis/plugins/SampleAnalyzer/MainCallChecker.cpp	1667	clang	move
clang/lib/Analysis/plugins/SampleAnalyzer/SampleAnalyzerPlugin.exports	llvm-kain/clang/src/analysis/plugins/SampleAnalyzer/SampleAnalyzerPlugin.exports	54	clang	move
clang/lib/AST/APValue.cpp	llvm-kain/clang/src/ast/APValue.cpp	38860	clang	move
clang/lib/AST/ASTConcept.cpp	llvm-kain/clang/src/ast/ASTConcept.cpp	8687	clang	move
clang/lib/AST/ASTConsumer.cpp	llvm-kain/clang/src/ast/ASTConsumer.cpp	954	clang	move
clang/lib/AST/ASTContext.cpp	llvm-kain/clang/src/ast/ASTContext.cpp	596975	clang	move
clang/lib/AST/ASTDiagnostic.cpp	llvm-kain/clang/src/ast/ASTDiagnostic.cpp	82991	clang	move
clang/lib/AST/ASTDumper.cpp	llvm-kain/clang/src/ast/ASTDumper.cpp	13960	clang	move
clang/lib/AST/ASTImporterLookupTable.cpp	llvm-kain/clang/src/ast/ASTImporterLookupTable.cpp	6837	clang	move
clang/lib/AST/ASTStructuralEquivalence.cpp	llvm-kain/clang/src/ast/ASTStructuralEquivalence.cpp	111108	clang	move
clang/lib/AST/ASTTypeTraits.cpp	llvm-kain/clang/src/ast/ASTTypeTraits.cpp	10385	clang	move
clang/lib/AST/AttrDocTable.cpp	llvm-kain/clang/src/ast/AttrDocTable.cpp	868	clang	move
clang/lib/AST/AttrImpl.cpp	llvm-kain/clang/src/ast/AttrImpl.cpp	15067	clang	move
clang/lib/AST/Availability.cpp	llvm-kain/clang/src/ast/Availability.cpp	4253	clang	move
clang/lib/AST/CMakeLists.txt	llvm-kain/clang/src/ast/CMakeLists.txt	2005	clang	move
clang/lib/AST/Comment.cpp	llvm-kain/clang/src/ast/Comment.cpp	13000	clang	move
clang/lib/AST/CommentBriefParser.cpp	llvm-kain/clang/src/ast/CommentBriefParser.cpp	4078	clang	move
clang/lib/AST/CommentCommandTraits.cpp	llvm-kain/clang/src/ast/CommentCommandTraits.cpp	4672	clang	move
clang/lib/AST/CommentLexer.cpp	llvm-kain/clang/src/ast/CommentLexer.cpp	28305	clang	move
clang/lib/AST/CommentParser.cpp	llvm-kain/clang/src/ast/CommentParser.cpp	28418	clang	move
clang/lib/AST/CommentSema.cpp	llvm-kain/clang/src/ast/CommentSema.cpp	38165	clang	move
clang/lib/AST/ComputeDependence.cpp	llvm-kain/clang/src/ast/ComputeDependence.cpp	36024	clang	move
clang/lib/AST/CXXABI.h	llvm-kain/clang/src/ast/CXXABI.h	2816	clang	move
clang/lib/AST/DataCollection.cpp	llvm-kain/clang/src/ast/DataCollection.cpp	1846	clang	move
clang/lib/AST/Decl.cpp	llvm-kain/clang/src/ast/Decl.cpp	224402	clang	move
clang/lib/AST/DeclarationName.cpp	llvm-kain/clang/src/ast/DeclarationName.cpp	17659	clang	move
clang/lib/AST/DeclBase.cpp	llvm-kain/clang/src/ast/DeclBase.cpp	73464	clang	move
clang/lib/AST/DeclGroup.cpp	llvm-kain/clang/src/ast/DeclGroup.cpp	1156	clang	move
clang/lib/AST/DeclPrinter.cpp	llvm-kain/clang/src/ast/DeclPrinter.cpp	64589	clang	move
clang/lib/AST/DynamicRecursiveASTVisitor.cpp	llvm-kain/clang/src/ast/DynamicRecursiveASTVisitor.cpp	18472	clang	move
clang/lib/AST/Expr.cpp	llvm-kain/clang/src/ast/Expr.cpp	213002	clang	move
clang/lib/AST/ExprClassification.cpp	llvm-kain/clang/src/ast/ExprClassification.cpp	32081	clang	move
clang/lib/AST/ExprConstant.cpp	llvm-kain/clang/src/ast/ExprConstant.cpp	845882	clang	move
clang/lib/AST/ExprConstShared.h	llvm-kain/clang/src/ast/ExprConstShared.h	3405	clang	move
clang/lib/AST/ExternalASTSource.cpp	llvm-kain/clang/src/ast/ExternalASTSource.cpp	4179	clang	move
clang/lib/AST/FormatString.cpp	llvm-kain/clang/src/ast/FormatString.cpp	42630	clang	move
clang/lib/AST/FormatStringParsing.h	llvm-kain/clang/src/ast/FormatStringParsing.h	3177	clang	move
clang/lib/AST/InferAlloc.cpp	llvm-kain/clang/src/ast/InferAlloc.cpp	7295	clang	move
clang/lib/AST/InheritViz.cpp	llvm-kain/clang/src/ast/InheritViz.cpp	5160	clang	move
clang/lib/AST/JSONNodeDumper.cpp	llvm-kain/clang/src/ast/JSONNodeDumper.cpp	71016	clang	move
clang/lib/AST/Linkage.h	llvm-kain/clang/src/ast/Linkage.h	6317	clang	move
clang/lib/AST/NestedNameSpecifier.cpp	llvm-kain/clang/src/ast/NestedNameSpecifier.cpp	12752	clang	move
clang/lib/AST/ODRDiagsEmitter.cpp	llvm-kain/clang/src/ast/ODRDiagsEmitter.cpp	85503	clang	move
clang/lib/AST/ODRHash.cpp	llvm-kain/clang/src/ast/ODRHash.cpp	37433	clang	move
clang/lib/AST/OSLog.cpp	llvm-kain/clang/src/ast/OSLog.cpp	8419	clang	move
clang/lib/AST/ParentMap.cpp	llvm-kain/clang/src/ast/ParentMap.cpp	6297	clang	move
clang/lib/AST/ParentMapContext.cpp	llvm-kain/clang/src/ast/ParentMapContext.cpp	17180	clang	move
clang/lib/AST/PrintfFormatString.cpp	llvm-kain/clang/src/ast/PrintfFormatString.cpp	39910	clang	move
clang/lib/AST/QualTypeNames.cpp	llvm-kain/clang/src/ast/QualTypeNames.cpp	20117	clang	move
clang/lib/AST/Randstruct.cpp	llvm-kain/clang/src/ast/Randstruct.cpp	7376	clang	move
clang/lib/AST/RawCommentList.cpp	llvm-kain/clang/src/ast/RawCommentList.cpp	17395	clang	move
clang/lib/AST/RecordLayout.cpp	llvm-kain/clang/src/ast/RecordLayout.cpp	3813	clang	move
clang/lib/AST/RecordLayoutBuilder.cpp	llvm-kain/clang/src/ast/RecordLayoutBuilder.cpp	151585	clang	move
clang/lib/AST/ScanfFormatString.cpp	llvm-kain/clang/src/ast/ScanfFormatString.cpp	19636	clang	move
clang/lib/AST/Stmt.cpp	llvm-kain/clang/src/ast/Stmt.cpp	53675	clang	move
clang/lib/AST/StmtIterator.cpp	llvm-kain/clang/src/ast/StmtIterator.cpp	2957	clang	move
clang/lib/AST/StmtPrinter.cpp	llvm-kain/clang/src/ast/StmtPrinter.cpp	85611	clang	move
clang/lib/AST/StmtProfile.cpp	llvm-kain/clang/src/ast/StmtProfile.cpp	85138	clang	move
clang/lib/AST/StmtViz.cpp	llvm-kain/clang/src/ast/StmtViz.cpp	1750	clang	move
clang/lib/AST/TextNodeDumper.cpp	llvm-kain/clang/src/ast/TextNodeDumper.cpp	96769	clang	move
clang/lib/AST/Type.cpp	llvm-kain/clang/src/ast/Type.cpp	208641	clang	move
clang/lib/AST/TypeLoc.cpp	llvm-kain/clang/src/ast/TypeLoc.cpp	29013	clang	move
clang/lib/AST/TypePrinter.cpp	llvm-kain/clang/src/ast/TypePrinter.cpp	95731	clang	move
clang/lib/ASTMatchers/ASTMatchersInternal.cpp	llvm-kain/clang/src/ast/ASTMatchersInternal.cpp	48422	clang	move
clang/lib/ASTMatchers/ASTMatchFinder.cpp	llvm-kain/clang/src/ast/ASTMatchFinder.cpp	65226	clang	move
clang/lib/ASTMatchers/CMakeLists.txt	llvm-kain/clang/src/ast/CMakeLists.txt	280	clang	move
clang/lib/ASTMatchers/LowLevelHelpers.cpp	llvm-kain/clang/src/ast/LowLevelHelpers.cpp	3750	clang	move
clang/lib/ASTMatchers/Dynamic/CMakeLists.txt	llvm-kain/clang/src/ast/Dynamic/CMakeLists.txt	282	clang	move
clang/lib/ASTMatchers/Dynamic/Diagnostics.cpp	llvm-kain/clang/src/ast/Dynamic/Diagnostics.cpp	8328	clang	move
clang/lib/ASTMatchers/Dynamic/Marshallers.cpp	llvm-kain/clang/src/ast/Dynamic/Marshallers.cpp	5572	clang	move
clang/lib/ASTMatchers/Dynamic/Marshallers.h	llvm-kain/clang/src/ast/Dynamic/Marshallers.h	42697	clang	move
clang/lib/ASTMatchers/Dynamic/Parser.cpp	llvm-kain/clang/src/ast/Dynamic/Parser.cpp	30170	clang	move
clang/lib/ASTMatchers/Dynamic/Registry.cpp	llvm-kain/clang/src/ast/Dynamic/Registry.cpp	30055	clang	move
clang/lib/ASTMatchers/Dynamic/VariantValue.cpp	llvm-kain/clang/src/ast/Dynamic/VariantValue.cpp	12793	clang	move
clang/lib/Basic/ASTSourceDescriptor.cpp	llvm-kain/clang/src/basic/ASTSourceDescriptor.cpp	1032	clang	move
clang/lib/Basic/Attributes.cpp	llvm-kain/clang/src/basic/Attributes.cpp	10974	clang	move
clang/lib/Basic/Builtins.cpp	llvm-kain/clang/src/basic/Builtins.cpp	17353	clang	move
clang/lib/Basic/BuiltinTargetFeatures.h	llvm-kain/clang/src/basic/BuiltinTargetFeatures.h	3310	clang	move
clang/lib/Basic/CharInfo.cpp	llvm-kain/clang/src/basic/CharInfo.cpp	4124	clang	move
clang/lib/Basic/CLWarnings.cpp	llvm-kain/clang/src/basic/CLWarnings.cpp	1042	clang	move
clang/lib/Basic/CMakeLists.txt	llvm-kain/clang/src/basic/CMakeLists.txt	3798	clang	move
clang/lib/Basic/CodeGenOptions.cpp	llvm-kain/clang/src/basic/CodeGenOptions.cpp	2201	clang	move
clang/lib/Basic/Cuda.cpp	llvm-kain/clang/src/basic/Cuda.cpp	7590	clang	move
clang/lib/Basic/DarwinSDKInfo.cpp	llvm-kain/clang/src/basic/DarwinSDKInfo.cpp	17002	clang	move
clang/lib/Basic/Diagnostic.cpp	llvm-kain/clang/src/basic/Diagnostic.cpp	53931	clang	move
clang/lib/Basic/DiagnosticIDs.cpp	llvm-kain/clang/src/basic/DiagnosticIDs.cpp	35339	clang	move
clang/lib/Basic/DiagnosticOptions.cpp	llvm-kain/clang/src/basic/DiagnosticOptions.cpp	833	clang	move
clang/lib/Basic/ExpressionTraits.cpp	llvm-kain/clang/src/basic/ExpressionTraits.cpp	1203	clang	move
clang/lib/Basic/FileEntry.cpp	llvm-kain/clang/src/basic/FileEntry.cpp	776	clang	move
clang/lib/Basic/FileManager.cpp	llvm-kain/clang/src/basic/FileManager.cpp	27806	clang	move
clang/lib/Basic/IdentifierTable.cpp	llvm-kain/clang/src/basic/IdentifierTable.cpp	29499	clang	move
clang/lib/Basic/LangOptions.cpp	llvm-kain/clang/src/basic/LangOptions.cpp	10887	clang	move
clang/lib/Basic/LangStandards.cpp	llvm-kain/clang/src/basic/LangStandards.cpp	3927	clang	move
clang/lib/Basic/MakeSupport.cpp	llvm-kain/clang/src/basic/MakeSupport.cpp	973	clang	move
clang/lib/Basic/Module.cpp	llvm-kain/clang/src/basic/Module.cpp	22169	clang	move
clang/lib/Basic/NoSanitizeList.cpp	llvm-kain/clang/src/basic/NoSanitizeList.cpp	3063	clang	move
clang/lib/Basic/ObjCRuntime.cpp	llvm-kain/clang/src/basic/ObjCRuntime.cpp	3069	clang	move
clang/lib/Basic/OffloadArch.cpp	llvm-kain/clang/src/basic/OffloadArch.cpp	6262	clang	move
clang/lib/Basic/OpenCLOptions.cpp	llvm-kain/clang/src/basic/OpenCLOptions.cpp	5360	clang	move
clang/lib/Basic/OpenMPKinds.cpp	llvm-kain/clang/src/basic/OpenMPKinds.cpp	37776	clang	move
clang/lib/Basic/OperatorPrecedence.cpp	llvm-kain/clang/src/basic/OperatorPrecedence.cpp	3004	clang	move
clang/lib/Basic/ParsedAttrInfo.cpp	llvm-kain/clang/src/basic/ParsedAttrInfo.cpp	1216	clang	move
clang/lib/Basic/ProfileList.cpp	llvm-kain/clang/src/basic/ProfileList.cpp	5064	clang	move
clang/lib/Basic/Sanitizers.cpp	llvm-kain/clang/src/basic/Sanitizers.cpp	6984	clang	move
clang/lib/Basic/SanitizerSpecialCaseList.cpp	llvm-kain/clang/src/basic/SanitizerSpecialCaseList.cpp	2691	clang	move
clang/lib/Basic/Sarif.cpp	llvm-kain/clang/src/basic/Sarif.cpp	15605	clang	move
clang/lib/Basic/SimpleTypoCorrection.cpp	llvm-kain/clang/src/basic/SimpleTypoCorrection.cpp	1902	clang	move
clang/lib/Basic/SourceLocation.cpp	llvm-kain/clang/src/basic/SourceLocation.cpp	8129	clang	move
clang/lib/Basic/SourceManager.cpp	llvm-kain/clang/src/basic/SourceManager.cpp	92498	clang	move
clang/lib/Basic/SourceMgrAdapter.cpp	llvm-kain/clang/src/basic/SourceMgrAdapter.cpp	4756	clang	move
clang/lib/Basic/Stack.cpp	llvm-kain/clang/src/basic/Stack.cpp	2064	clang	move
clang/lib/Basic/StackExhaustionHandler.cpp	llvm-kain/clang/src/basic/StackExhaustionHandler.cpp	1257	clang	move
clang/lib/Basic/TargetDefines.h	llvm-kain/clang/src/basic/TargetDefines.h	1462	clang	move
clang/lib/Basic/TargetID.cpp	llvm-kain/clang/src/basic/TargetID.cpp	7141	clang	move
clang/lib/Basic/TargetInfo.cpp	llvm-kain/clang/src/basic/TargetInfo.cpp	37883	clang	move
clang/lib/Basic/Targets.cpp	llvm-kain/clang/src/basic/Targets.cpp	39492	clang	move
clang/lib/Basic/Targets.h	llvm-kain/clang/src/basic/Targets.h	852	clang	move
clang/lib/Basic/TokenKinds.cpp	llvm-kain/clang/src/basic/TokenKinds.cpp	2292	clang	move
clang/lib/Basic/TypeTraits.cpp	llvm-kain/clang/src/basic/TypeTraits.cpp	3809	clang	move
clang/lib/Basic/Version.cpp	llvm-kain/clang/src/basic/Version.cpp	2924	clang	move
clang/lib/Basic/Warnings.cpp	llvm-kain/clang/src/basic/Warnings.cpp	9479	clang	move
clang/lib/Basic/XRayInstr.cpp	llvm-kain/clang/src/basic/XRayInstr.cpp	2008	clang	move
clang/lib/Basic/XRayLists.cpp	llvm-kain/clang/src/basic/XRayLists.cpp	3389	clang	move
clang/lib/Basic/Targets/AArch64.cpp	llvm-kain/clang/src/basic/Targets/AArch64.cpp	62492	clang	move
clang/lib/Basic/Targets/AArch64.h	llvm-kain/clang/src/basic/Targets/AArch64.h	12998	clang	move
clang/lib/Basic/Targets/AMDGPU.cpp	llvm-kain/clang/src/basic/Targets/AMDGPU.cpp	15397	clang	move
clang/lib/Basic/Targets/AMDGPU.h	llvm-kain/clang/src/basic/Targets/AMDGPU.h	16096	clang	move
clang/lib/Basic/Targets/ARC.cpp	llvm-kain/clang/src/basic/Targets/ARC.cpp	817	clang	move
clang/lib/Basic/Targets/ARC.h	llvm-kain/clang/src/basic/Targets/ARC.h	2477	clang	move
clang/lib/Basic/Targets/ARM.cpp	llvm-kain/clang/src/basic/Targets/ARM.cpp	51785	clang	move
clang/lib/Basic/Targets/ARM.h	llvm-kain/clang/src/basic/Targets/ARM.h	10164	clang	move
clang/lib/Basic/Targets/AVR.cpp	llvm-kain/clang/src/basic/Targets/AVR.cpp	25958	clang	move
clang/lib/Basic/Targets/AVR.h	llvm-kain/clang/src/basic/Targets/AVR.h	6477	clang	move
clang/lib/Basic/Targets/BPF.cpp	llvm-kain/clang/src/basic/Targets/BPF.cpp	3377	clang	move
clang/lib/Basic/Targets/BPF.h	llvm-kain/clang/src/basic/Targets/BPF.h	3453	clang	move
clang/lib/Basic/Targets/CSKY.cpp	llvm-kain/clang/src/basic/Targets/CSKY.cpp	7473	clang	move
clang/lib/Basic/Targets/CSKY.h	llvm-kain/clang/src/basic/Targets/CSKY.h	3192	clang	move
clang/lib/Basic/Targets/DirectX.cpp	llvm-kain/clang/src/basic/Targets/DirectX.cpp	1363	clang	move
clang/lib/Basic/Targets/DirectX.h	llvm-kain/clang/src/basic/Targets/DirectX.h	3522	clang	move
clang/lib/Basic/Targets/Hexagon.cpp	llvm-kain/clang/src/basic/Targets/Hexagon.cpp	10772	clang	move
clang/lib/Basic/Targets/Hexagon.h	llvm-kain/clang/src/basic/Targets/Hexagon.h	4758	clang	move
clang/lib/Basic/Targets/Lanai.cpp	llvm-kain/clang/src/basic/Targets/Lanai.cpp	2351	clang	move
clang/lib/Basic/Targets/Lanai.h	llvm-kain/clang/src/basic/Targets/Lanai.h	2704	clang	move
clang/lib/Basic/Targets/LoongArch.cpp	llvm-kain/clang/src/basic/Targets/LoongArch.cpp	17575	clang	move
clang/lib/Basic/Targets/LoongArch.h	llvm-kain/clang/src/basic/Targets/LoongArch.h	5424	clang	move
clang/lib/Basic/Targets/M68k.cpp	llvm-kain/clang/src/basic/Targets/M68k.cpp	6340	clang	move
clang/lib/Basic/Targets/M68k.h	llvm-kain/clang/src/basic/Targets/M68k.h	2291	clang	move
clang/lib/Basic/Targets/Mips.cpp	llvm-kain/clang/src/basic/Targets/Mips.cpp	12006	clang	move
clang/lib/Basic/Targets/Mips.h	llvm-kain/clang/src/basic/Targets/Mips.h	16085	clang	move
clang/lib/Basic/Targets/MSP430.cpp	llvm-kain/clang/src/basic/Targets/MSP430.cpp	1162	clang	move
clang/lib/Basic/Targets/MSP430.h	llvm-kain/clang/src/basic/Targets/MSP430.h	3027	clang	move
clang/lib/Basic/Targets/NVPTX.cpp	llvm-kain/clang/src/basic/Targets/NVPTX.cpp	7596	clang	move
clang/lib/Basic/Targets/NVPTX.h	llvm-kain/clang/src/basic/Targets/NVPTX.h	7579	clang	move
clang/lib/Basic/Targets/OSTargets.cpp	llvm-kain/clang/src/basic/Targets/OSTargets.cpp	12402	clang	move
clang/lib/Basic/Targets/OSTargets.h	llvm-kain/clang/src/basic/Targets/OSTargets.h	37016	clang	move
clang/lib/Basic/Targets/PPC.cpp	llvm-kain/clang/src/basic/Targets/PPC.cpp	38229	clang	move
clang/lib/Basic/Targets/PPC.h	llvm-kain/clang/src/basic/Targets/PPC.h	19967	clang	move
clang/lib/Basic/Targets/RISCV.cpp	llvm-kain/clang/src/basic/Targets/RISCV.cpp	23271	clang	move
clang/lib/Basic/Targets/RISCV.h	llvm-kain/clang/src/basic/Targets/RISCV.h	7282	clang	move
clang/lib/Basic/Targets/Sparc.cpp	llvm-kain/clang/src/basic/Targets/Sparc.cpp	8183	clang	move
clang/lib/Basic/Targets/Sparc.h	llvm-kain/clang/src/basic/Targets/Sparc.h	7500	clang	move
clang/lib/Basic/Targets/SPIR.cpp	llvm-kain/clang/src/basic/Targets/SPIR.cpp	7053	clang	move
clang/lib/Basic/Targets/SPIR.h	llvm-kain/clang/src/basic/Targets/SPIR.h	20280	clang	move
clang/lib/Basic/Targets/SystemZ.cpp	llvm-kain/clang/src/basic/Targets/SystemZ.cpp	7313	clang	move
clang/lib/Basic/Targets/SystemZ.h	llvm-kain/clang/src/basic/Targets/SystemZ.h	9057	clang	move
clang/lib/Basic/Targets/TCE.cpp	llvm-kain/clang/src/basic/Targets/TCE.cpp	1637	clang	move
clang/lib/Basic/Targets/TCE.h	llvm-kain/clang/src/basic/Targets/TCE.h	6075	clang	move
clang/lib/Basic/Targets/VE.cpp	llvm-kain/clang/src/basic/Targets/VE.cpp	1903	clang	move
clang/lib/Basic/Targets/VE.h	llvm-kain/clang/src/basic/Targets/VE.h	5350	clang	move
clang/lib/Basic/Targets/WebAssembly.cpp	llvm-kain/clang/src/basic/Targets/WebAssembly.cpp	13379	clang	move
