current_path	target_path	size_bytes	area	action
llvm/lib/CodeGen/RemoveLoadsIntoFakeUses.cpp	llvm-kain/src/target/shared/codegen/RemoveLoadsIntoFakeUses.cpp	7566	llvm-target	move
llvm/lib/CodeGen/RemoveRedundantDebugValues.cpp	llvm-kain/src/target/shared/codegen/RemoveRedundantDebugValues.cpp	8116	llvm-target	move
llvm/lib/CodeGen/RenameIndependentSubregs.cpp	llvm-kain/src/target/shared/codegen/RenameIndependentSubregs.cpp	17462	llvm-target	move
llvm/lib/CodeGen/ReplaceWithVeclib.cpp	llvm-kain/src/target/shared/codegen/ReplaceWithVeclib.cpp	11892	llvm-target	move
llvm/lib/CodeGen/ResetMachineFunctionPass.cpp	llvm-kain/src/target/shared/codegen/ResetMachineFunctionPass.cpp	4092	llvm-target	move
llvm/lib/CodeGen/SafeStack.cpp	llvm-kain/src/target/shared/codegen/SafeStack.cpp	38031	llvm-target	move
llvm/lib/CodeGen/SafeStackLayout.cpp	llvm-kain/src/target/shared/codegen/SafeStackLayout.cpp	5360	llvm-target	move
llvm/lib/CodeGen/SafeStackLayout.h	llvm-kain/src/target/shared/codegen/SafeStackLayout.h	2499	llvm-target	move
llvm/lib/CodeGen/SanitizerBinaryMetadata.cpp	llvm-kain/src/target/shared/codegen/SanitizerBinaryMetadata.cpp	3880	llvm-target	move
llvm/lib/CodeGen/ScheduleDAG.cpp	llvm-kain/src/target/shared/codegen/ScheduleDAG.cpp	22878	llvm-target	move
llvm/lib/CodeGen/ScheduleDAGInstrs.cpp	llvm-kain/src/target/shared/codegen/ScheduleDAGInstrs.cpp	53698	llvm-target	move
llvm/lib/CodeGen/ScheduleDAGPrinter.cpp	llvm-kain/src/target/shared/codegen/ScheduleDAGPrinter.cpp	2982	llvm-target	move
llvm/lib/CodeGen/ScoreboardHazardRecognizer.cpp	llvm-kain/src/target/shared/codegen/ScoreboardHazardRecognizer.cpp	8120	llvm-target	move
llvm/lib/CodeGen/SelectOptimize.cpp	llvm-kain/src/target/shared/codegen/SelectOptimize.cpp	60156	llvm-target	move
llvm/lib/CodeGen/ShadowStackGCLowering.cpp	llvm-kain/src/target/shared/codegen/ShadowStackGCLowering.cpp	15648	llvm-target	move
llvm/lib/CodeGen/ShrinkWrap.cpp	llvm-kain/src/target/shared/codegen/ShrinkWrap.cpp	41411	llvm-target	move
llvm/lib/CodeGen/SjLjEHPrepare.cpp	llvm-kain/src/target/shared/codegen/SjLjEHPrepare.cpp	20320	llvm-target	move
llvm/lib/CodeGen/SlotIndexes.cpp	llvm-kain/src/target/shared/codegen/SlotIndexes.cpp	10464	llvm-target	move
llvm/lib/CodeGen/SpillPlacement.cpp	llvm-kain/src/target/shared/codegen/SpillPlacement.cpp	14380	llvm-target	move
llvm/lib/CodeGen/SplitKit.cpp	llvm-kain/src/target/shared/codegen/SplitKit.cpp	72021	llvm-target	move
llvm/lib/CodeGen/SplitKit.h	llvm-kain/src/target/shared/codegen/SplitKit.h	24501	llvm-target	move
llvm/lib/CodeGen/StackColoring.cpp	llvm-kain/src/target/shared/codegen/StackColoring.cpp	52071	llvm-target	move
llvm/lib/CodeGen/StackFrameLayoutAnalysisPass.cpp	llvm-kain/src/target/shared/codegen/StackFrameLayoutAnalysisPass.cpp	11244	llvm-target	move
llvm/lib/CodeGen/StackMapLivenessAnalysis.cpp	llvm-kain/src/target/shared/codegen/StackMapLivenessAnalysis.cpp	6112	llvm-target	move
llvm/lib/CodeGen/StackMaps.cpp	llvm-kain/src/target/shared/codegen/StackMaps.cpp	25406	llvm-target	move
llvm/lib/CodeGen/StackProtector.cpp	llvm-kain/src/target/shared/codegen/StackProtector.cpp	30820	llvm-target	move
llvm/lib/CodeGen/StackSlotColoring.cpp	llvm-kain/src/target/shared/codegen/StackSlotColoring.cpp	19680	llvm-target	move
llvm/lib/CodeGen/StaticDataAnnotator.cpp	llvm-kain/src/target/shared/codegen/StaticDataAnnotator.cpp	3503	llvm-target	move
llvm/lib/CodeGen/StaticDataSplitter.cpp	llvm-kain/src/target/shared/codegen/StaticDataSplitter.cpp	10435	llvm-target	move
llvm/lib/CodeGen/SwiftErrorValueTracking.cpp	llvm-kain/src/target/shared/codegen/SwiftErrorValueTracking.cpp	12237	llvm-target	move
llvm/lib/CodeGen/SwitchLoweringUtils.cpp	llvm-kain/src/target/shared/codegen/SwitchLoweringUtils.cpp	22318	llvm-target	move
llvm/lib/CodeGen/TailDuplication.cpp	llvm-kain/src/target/shared/codegen/TailDuplication.cpp	4667	llvm-target	move
llvm/lib/CodeGen/TailDuplicator.cpp	llvm-kain/src/target/shared/codegen/TailDuplicator.cpp	41594	llvm-target	move
llvm/lib/CodeGen/TargetFrameLoweringImpl.cpp	llvm-kain/src/target/shared/codegen/TargetFrameLoweringImpl.cpp	8715	llvm-target	move
llvm/lib/CodeGen/TargetInstrInfo.cpp	llvm-kain/src/target/shared/codegen/TargetInstrInfo.cpp	85212	llvm-target	move
llvm/lib/CodeGen/TargetLoweringBase.cpp	llvm-kain/src/target/shared/codegen/TargetLoweringBase.cpp	106782	llvm-target	move
llvm/lib/CodeGen/TargetLoweringObjectFileImpl.cpp	llvm-kain/src/target/shared/codegen/TargetLoweringObjectFileImpl.cpp	116053	llvm-target	move
llvm/lib/CodeGen/TargetOptionsImpl.cpp	llvm-kain/src/target/shared/codegen/TargetOptionsImpl.cpp	2651	llvm-target	move
llvm/lib/CodeGen/TargetPassConfig.cpp	llvm-kain/src/target/shared/codegen/TargetPassConfig.cpp	62818	llvm-target	move
llvm/lib/CodeGen/TargetRegisterInfo.cpp	llvm-kain/src/target/shared/codegen/TargetRegisterInfo.cpp	24514	llvm-target	move
llvm/lib/CodeGen/TargetSchedule.cpp	llvm-kain/src/target/shared/codegen/TargetSchedule.cpp	12986	llvm-target	move
llvm/lib/CodeGen/TargetSubtargetInfo.cpp	llvm-kain/src/target/shared/codegen/TargetSubtargetInfo.cpp	1927	llvm-target	move
llvm/lib/CodeGen/TwoAddressInstructionPass.cpp	llvm-kain/src/target/shared/codegen/TwoAddressInstructionPass.cpp	79053	llvm-target	move
llvm/lib/CodeGen/TypePromotion.cpp	llvm-kain/src/target/shared/codegen/TypePromotion.cpp	35548	llvm-target	move
llvm/lib/CodeGen/UnreachableBlockElim.cpp	llvm-kain/src/target/shared/codegen/UnreachableBlockElim.cpp	8899	llvm-target	move
llvm/lib/CodeGen/ValueTypes.cpp	llvm-kain/src/target/shared/codegen/ValueTypes.cpp	12390	llvm-target	move
llvm/lib/CodeGen/VirtRegMap.cpp	llvm-kain/src/target/shared/codegen/VirtRegMap.cpp	29797	llvm-target	move
llvm/lib/CodeGen/VLIWMachineScheduler.cpp	llvm-kain/src/target/shared/codegen/VLIWMachineScheduler.cpp	34713	llvm-target	move
llvm/lib/CodeGen/WasmEHPrepare.cpp	llvm-kain/src/target/shared/codegen/WasmEHPrepare.cpp	14809	llvm-target	move
llvm/lib/CodeGen/WindowScheduler.cpp	llvm-kain/src/target/shared/codegen/WindowScheduler.cpp	27621	llvm-target	move
llvm/lib/CodeGen/WindowsSecureHotPatching.cpp	llvm-kain/src/target/shared/codegen/WindowsSecureHotPatching.cpp	25508	llvm-target	move
llvm/lib/CodeGen/WinEHPrepare.cpp	llvm-kain/src/target/shared/codegen/WinEHPrepare.cpp	58976	llvm-target	move
llvm/lib/CodeGen/XRayInstrumentation.cpp	llvm-kain/src/target/shared/codegen/XRayInstrumentation.cpp	12171	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/AccelTable.cpp	llvm-kain/src/target/shared/codegen/AccelTable.cpp	30638	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/AddressPool.cpp	llvm-kain/src/target/shared/codegen/AddressPool.cpp	2320	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/AddressPool.h	llvm-kain/src/target/shared/codegen/AddressPool.h	2016	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/AsmPrinter.cpp	llvm-kain/src/target/shared/codegen/AsmPrinter.cpp	203556	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/AsmPrinterDwarf.cpp	llvm-kain/src/target/shared/codegen/AsmPrinterDwarf.cpp	12305	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/AsmPrinterInlineAsm.cpp	llvm-kain/src/target/shared/codegen/AsmPrinterInlineAsm.cpp	20050	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/ByteStreamer.h	llvm-kain/src/target/shared/codegen/ByteStreamer.h	4949	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/CMakeLists.txt	llvm-kain/src/target/shared/codegen/CMakeLists.txt	827	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/CodeViewDebug.h	llvm-kain/src/target/shared/codegen/CodeViewDebug.h	21040	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DbgEntityHistoryCalculator.cpp	llvm-kain/src/target/shared/codegen/DbgEntityHistoryCalculator.cpp	25445	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DebugHandlerBase.cpp	llvm-kain/src/target/shared/codegen/DebugHandlerBase.cpp	15671	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DebugLocEntry.h	llvm-kain/src/target/shared/codegen/DebugLocEntry.h	10318	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DebugLocStream.cpp	llvm-kain/src/target/shared/codegen/DebugLocStream.cpp	1308	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DebugLocStream.h	llvm-kain/src/target/shared/codegen/DebugLocStream.h	5867	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DIE.cpp	llvm-kain/src/target/shared/codegen/DIE.cpp	27809	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DIEHash.cpp	llvm-kain/src/target/shared/codegen/DIEHash.cpp	15042	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DIEHash.h	llvm-kain/src/target/shared/codegen/DIEHash.h	3624	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DIEHashAttributes.def	llvm-kain/src/target/shared/codegen/DIEHashAttributes.def	2104	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfCFIException.cpp	llvm-kain/src/target/shared/codegen/DwarfCFIException.cpp	5610	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfCompileUnit.cpp	llvm-kain/src/target/shared/codegen/DwarfCompileUnit.cpp	79572	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfCompileUnit.h	llvm-kain/src/target/shared/codegen/DwarfCompileUnit.h	19124	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfDebug.cpp	llvm-kain/src/target/shared/codegen/DwarfDebug.cpp	172655	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfDebug.h	llvm-kain/src/target/shared/codegen/DwarfDebug.h	36829	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfException.h	llvm-kain/src/target/shared/codegen/DwarfException.h	3828	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfExpression.cpp	llvm-kain/src/target/shared/codegen/DwarfExpression.cpp	29322	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfExpression.h	llvm-kain/src/target/shared/codegen/DwarfExpression.h	14324	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfFile.cpp	llvm-kain/src/target/shared/codegen/DwarfFile.cpp	4723	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfFile.h	llvm-kain/src/target/shared/codegen/DwarfFile.h	6431	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfStringPool.cpp	llvm-kain/src/target/shared/codegen/DwarfStringPool.cpp	4824	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfStringPool.h	llvm-kain/src/target/shared/codegen/DwarfStringPool.h	2392	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfUnit.cpp	llvm-kain/src/target/shared/codegen/DwarfUnit.cpp	81045	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/DwarfUnit.h	llvm-kain/src/target/shared/codegen/DwarfUnit.h	17926	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/EHStreamer.cpp	llvm-kain/src/target/shared/codegen/EHStreamer.cpp	35600	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/EHStreamer.h	llvm-kain/src/target/shared/codegen/EHStreamer.h	6746	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/PseudoProbePrinter.h	llvm-kain/src/target/shared/codegen/PseudoProbePrinter.h	1426	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/WasmException.h	llvm-kain/src/target/shared/codegen/WasmException.h	1432	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/WinCFGuard.cpp	llvm-kain/src/target/shared/codegen/WinCFGuard.cpp	5513	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/WinCFGuard.h	llvm-kain/src/target/shared/codegen/WinCFGuard.h	1618	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/WinException.cpp	llvm-kain/src/target/shared/codegen/WinException.cpp	53083	llvm-target	move
llvm/lib/CodeGen/AsmPrinter/WinException.h	llvm-kain/src/target/shared/codegen/WinException.h	4427	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CallLowering.cpp	llvm-kain/src/target/shared/globalisel/CallLowering.cpp	55848	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CMakeLists.txt	llvm-kain/src/target/shared/globalisel/CMakeLists.txt	952	llvm-target	move
llvm/lib/CodeGen/GlobalISel/Combiner.cpp	llvm-kain/src/target/shared/globalisel/Combiner.cpp	11695	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CombinerHelper.cpp	llvm-kain/src/target/shared/globalisel/CombinerHelper.cpp	318974	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CombinerHelperArtifacts.cpp	llvm-kain/src/target/shared/globalisel/CombinerHelperArtifacts.cpp	2616	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CombinerHelperCasts.cpp	llvm-kain/src/target/shared/globalisel/CombinerHelperCasts.cpp	13728	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CombinerHelperCompares.cpp	llvm-kain/src/target/shared/globalisel/CombinerHelperCompares.cpp	4677	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CombinerHelperVectorOps.cpp	llvm-kain/src/target/shared/globalisel/CombinerHelperVectorOps.cpp	14106	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CSEInfo.cpp	llvm-kain/src/target/shared/globalisel/CSEInfo.cpp	13835	llvm-target	move
llvm/lib/CodeGen/GlobalISel/CSEMIRBuilder.cpp	llvm-kain/src/target/shared/globalisel/CSEMIRBuilder.cpp	13907	llvm-target	move
llvm/lib/CodeGen/GlobalISel/GIMatchTableExecutor.cpp	llvm-kain/src/target/shared/globalisel/GIMatchTableExecutor.cpp	3298	llvm-target	move
llvm/lib/CodeGen/GlobalISel/GISelChangeObserver.cpp	llvm-kain/src/target/shared/globalisel/GISelChangeObserver.cpp	2104	llvm-target	move
llvm/lib/CodeGen/GlobalISel/GISelValueTracking.cpp	llvm-kain/src/target/shared/globalisel/GISelValueTracking.cpp	94533	llvm-target	move
llvm/lib/CodeGen/GlobalISel/GlobalISel.cpp	llvm-kain/src/target/shared/globalisel/GlobalISel.cpp	1025	llvm-target	move
llvm/lib/CodeGen/GlobalISel/InlineAsmLowering.cpp	llvm-kain/src/target/shared/globalisel/InlineAsmLowering.cpp	27502	llvm-target	move
llvm/lib/CodeGen/GlobalISel/InstructionSelect.cpp	llvm-kain/src/target/shared/globalisel/InstructionSelect.cpp	14320	llvm-target	move
llvm/lib/CodeGen/GlobalISel/InstructionSelector.cpp	llvm-kain/src/target/shared/globalisel/InstructionSelector.cpp	539	llvm-target	move
llvm/lib/CodeGen/GlobalISel/IRTranslator.cpp	llvm-kain/src/target/shared/globalisel/IRTranslator.cpp	170365	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LegacyLegalizerInfo.cpp	llvm-kain/src/target/shared/globalisel/LegacyLegalizerInfo.cpp	15491	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LegalityPredicates.cpp	llvm-kain/src/target/shared/globalisel/LegalityPredicates.cpp	9316	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LegalizeMutations.cpp	llvm-kain/src/target/shared/globalisel/LegalizeMutations.cpp	4695	llvm-target	move
llvm/lib/CodeGen/GlobalISel/Legalizer.cpp	llvm-kain/src/target/shared/globalisel/Legalizer.cpp	14824	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LegalizerHelper.cpp	llvm-kain/src/target/shared/globalisel/LegalizerHelper.cpp	406282	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LegalizerInfo.cpp	llvm-kain/src/target/shared/globalisel/LegalizerInfo.cpp	15753	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LoadStoreOpt.cpp	llvm-kain/src/target/shared/globalisel/LoadStoreOpt.cpp	35969	llvm-target	move
llvm/lib/CodeGen/GlobalISel/Localizer.cpp	llvm-kain/src/target/shared/globalisel/Localizer.cpp	8521	llvm-target	move
llvm/lib/CodeGen/GlobalISel/LostDebugLocObserver.cpp	llvm-kain/src/target/shared/globalisel/LostDebugLocObserver.cpp	3465	llvm-target	move
llvm/lib/CodeGen/GlobalISel/MachineFloatingPointPredicateUtils.cpp	llvm-kain/src/target/shared/globalisel/MachineFloatingPointPredicateUtils.cpp	1647	llvm-target	move
llvm/lib/CodeGen/GlobalISel/MachineIRBuilder.cpp	llvm-kain/src/target/shared/globalisel/MachineIRBuilder.cpp	65221	llvm-target	move
llvm/lib/CodeGen/GlobalISel/RegBankSelect.cpp	llvm-kain/src/target/shared/globalisel/RegBankSelect.cpp	44386	llvm-target	move
llvm/lib/CodeGen/GlobalISel/Utils.cpp	llvm-kain/src/target/shared/globalisel/Utils.cpp	82630	llvm-target	move
llvm/lib/CodeGen/LiveDebugValues/InstrRefBasedImpl.cpp	llvm-kain/src/target/shared/codegen/InstrRefBasedImpl.cpp	167834	llvm-target	move
llvm/lib/CodeGen/LiveDebugValues/InstrRefBasedImpl.h	llvm-kain/src/target/shared/codegen/InstrRefBasedImpl.h	59976	llvm-target	move
llvm/lib/CodeGen/LiveDebugValues/LiveDebugValues.cpp	llvm-kain/src/target/shared/codegen/LiveDebugValues.cpp	5803	llvm-target	move
llvm/lib/CodeGen/LiveDebugValues/LiveDebugValues.h	llvm-kain/src/target/shared/codegen/LiveDebugValues.h	1558	llvm-target	move
llvm/lib/CodeGen/LiveDebugValues/VarLocBasedImpl.cpp	llvm-kain/src/target/shared/codegen/VarLocBasedImpl.cpp	102298	llvm-target	move
llvm/lib/CodeGen/MIRParser/CMakeLists.txt	llvm-kain/src/target/shared/mir/CMakeLists.txt	296	llvm-target	move
llvm/lib/CodeGen/MIRParser/MILexer.cpp	llvm-kain/src/target/shared/mir/MILexer.cpp	26684	llvm-target	move
llvm/lib/CodeGen/MIRParser/MILexer.h	llvm-kain/src/target/shared/mir/MILexer.h	6340	llvm-target	move
llvm/lib/CodeGen/MIRParser/MIParser.cpp	llvm-kain/src/target/shared/mir/MIParser.cpp	135458	llvm-target	move
llvm/lib/CodeGen/MIRParser/MIRParser.cpp	llvm-kain/src/target/shared/mir/MIRParser.cpp	51532	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/CMakeLists.txt	llvm-kain/src/target/shared/selectiondag/CMakeLists.txt	806	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/DAGCombiner.cpp	llvm-kain/src/target/shared/selectiondag/DAGCombiner.cpp	1258954	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/FastISel.cpp	llvm-kain/src/target/shared/selectiondag/FastISel.cpp	88285	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/FunctionLoweringInfo.cpp	llvm-kain/src/target/shared/selectiondag/FunctionLoweringInfo.cpp	22981	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/InstrEmitter.cpp	llvm-kain/src/target/shared/selectiondag/InstrEmitter.cpp	57910	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/InstrEmitter.h	llvm-kain/src/target/shared/selectiondag/InstrEmitter.h	6718	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeDAG.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeDAG.cpp	252074	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeFloatTypes.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeFloatTypes.cpp	143643	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeIntegerTypes.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeIntegerTypes.cpp	267531	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeTypes.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeTypes.cpp	41953	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeTypes.h	llvm-kain/src/target/shared/selectiondag/LegalizeTypes.h	60971	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeTypesGeneric.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeTypesGeneric.cpp	24894	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeVectorOps.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeVectorOps.cpp	91278	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/LegalizeVectorTypes.cpp	llvm-kain/src/target/shared/selectiondag/LegalizeVectorTypes.cpp	352909	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/MatchContext.h	llvm-kain/src/target/shared/selectiondag/MatchContext.h	6749	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/ResourcePriorityQueue.cpp	llvm-kain/src/target/shared/selectiondag/ResourcePriorityQueue.cpp	19655	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/ScheduleDAGFast.cpp	llvm-kain/src/target/shared/selectiondag/ScheduleDAGFast.cpp	25709	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/ScheduleDAGRRList.cpp	llvm-kain/src/target/shared/selectiondag/ScheduleDAGRRList.cpp	113559	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/ScheduleDAGSDNodes.cpp	llvm-kain/src/target/shared/selectiondag/ScheduleDAGSDNodes.cpp	39330	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/ScheduleDAGSDNodes.h	llvm-kain/src/target/shared/selectiondag/ScheduleDAGSDNodes.h	6912	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/ScheduleDAGVLIW.cpp	llvm-kain/src/target/shared/selectiondag/ScheduleDAGVLIW.cpp	9222	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SDNodeDbgValue.h	llvm-kain/src/target/shared/selectiondag/SDNodeDbgValue.h	8558	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SDNodeInfo.cpp	llvm-kain/src/target/shared/selectiondag/SDNodeInfo.cpp	8373	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAG.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAG.cpp	575812	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGAddressAnalysis.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAGAddressAnalysis.cpp	12076	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGBuilder.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAGBuilder.cpp	528457	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGBuilder.h	llvm-kain/src/target/shared/selectiondag/SelectionDAGBuilder.h	35908	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGDumper.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAGDumper.cpp	51538	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGISel.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAGISel.cpp	176927	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGPrinter.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAGPrinter.cpp	10538	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/SelectionDAGTargetInfo.cpp	llvm-kain/src/target/shared/selectiondag/SelectionDAGTargetInfo.cpp	997	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/StatepointLowering.cpp	llvm-kain/src/target/shared/selectiondag/StatepointLowering.cpp	54493	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/StatepointLowering.h	llvm-kain/src/target/shared/selectiondag/StatepointLowering.h	4890	llvm-target	move
llvm/lib/CodeGen/SelectionDAG/TargetLowering.cpp	llvm-kain/src/target/shared/selectiondag/TargetLowering.cpp	581457	llvm-target	move
llvm/lib/CodeGenTypes/CMakeLists.txt	llvm-kain/src/target/shared/CMakeLists.txt	245	llvm-target	move
llvm/lib/CodeGenTypes/LowLevelType.cpp	llvm-kain/src/target/shared/LowLevelType.cpp	3522	llvm-target	move
llvm/lib/Demangle/CMakeLists.txt	llvm-kain/src/core/support/CMakeLists.txt	241	llvm-core	move
llvm/lib/Demangle/Demangle.cpp	llvm-kain/src/core/support/Demangle.cpp	2682	llvm-core	move
llvm/lib/Demangle/DLangDemangle.cpp	llvm-kain/src/core/support/DLangDemangle.cpp	20051	llvm-core	move
llvm/lib/Demangle/ItaniumDemangle.cpp	llvm-kain/src/core/support/ItaniumDemangle.cpp	17489	llvm-core	move
llvm/lib/Demangle/MicrosoftDemangle.cpp	llvm-kain/src/core/support/MicrosoftDemangle.cpp	83133	llvm-core	move
llvm/lib/Demangle/MicrosoftDemangleNodes.cpp	llvm-kain/src/core/support/MicrosoftDemangleNodes.cpp	22676	llvm-core	move
llvm/lib/Demangle/RustDemangle.cpp	llvm-kain/src/core/support/RustDemangle.cpp	29151	llvm-core	move
llvm/lib/DTLTO/CMakeLists.txt	llvm-kain/src/core/linker/CMakeLists.txt	171	llvm-core	move
llvm/lib/DTLTO/DTLTO.cpp	llvm-kain/src/core/linker/DTLTO.cpp	10612	llvm-core	move
llvm/lib/DTLTO/DTLTODistributionDriver.cpp	llvm-kain/src/core/linker/DTLTODistributionDriver.cpp	4716	llvm-core	move
llvm/lib/DTLTO/DTLTOInputFiles.cpp	llvm-kain/src/core/linker/DTLTOInputFiles.cpp	8363	llvm-core	move
llvm/lib/DWARFCFIChecker/CMakeLists.txt	llvm-kain/src/core/debug/CMakeLists.txt	287	llvm-core	move
llvm/lib/DWARFCFIChecker/DWARFCFIAnalysis.cpp	llvm-kain/src/core/debug/DWARFCFIAnalysis.cpp	12297	llvm-core	move
llvm/lib/DWARFCFIChecker/DWARFCFIFunctionFrameAnalyzer.cpp	llvm-kain/src/core/debug/DWARFCFIFunctionFrameAnalyzer.cpp	1236	llvm-core	move
llvm/lib/DWARFCFIChecker/DWARFCFIFunctionFrameStreamer.cpp	llvm-kain/src/core/debug/DWARFCFIFunctionFrameStreamer.cpp	3335	llvm-core	move
llvm/lib/DWARFCFIChecker/DWARFCFIState.cpp	llvm-kain/src/core/debug/DWARFCFIState.cpp	7299	llvm-core	move
llvm/lib/DWARFCFIChecker/Registers.h	llvm-kain/src/core/debug/Registers.h	2138	llvm-core	move
llvm/lib/ExecutionEngine/CMakeLists.txt	(keep-in-place)	923	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/ExecutionEngine.cpp	(keep-in-place)	45599	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/ExecutionEngineBindings.cpp	(keep-in-place)	14706	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/GDBRegistrationListener.cpp	(keep-in-place)	8504	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/SectionMemoryManager.cpp	(keep-in-place)	13566	llvm-jit	keep-in-place
